method,stage,policy_id,source,seed,generation,valid,is_final_comparison,train_size,val_size,test_size,epochs,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1,runtime_sec,device
random_search,random_rough,random_007,random_search,,,True,False,510,1020,2040,3,0.1549019607843137,0.1524872798500639,,,38.98774576187134,mps
random_search,random_rough,random_008,random_search,,,True,False,510,1020,2040,3,0.1127450980392156,0.1041363580776968,,,42.10079288482666,mps
random_search,random_rough,random_009,random_search,,,True,False,510,1020,2040,3,0.134313725490196,0.1009009733091678,,,35.12132120132446,mps
random_search,random_rough,random_010,random_search,,,True,False,510,1020,2040,3,0.0774509803921568,0.0607996066843739,,,35.264705181121826,mps
random_search,random_rough,random_011,random_search,,,True,False,510,1020,2040,3,0.2,0.1934727938051559,,,32.679774045944214,mps
random_search_full,random_full,random_011,random_search,,,True,True,510,1020,2040,20,0.4009803921568627,0.4597215910941928,0.2661764705882353,0.1850014409521024,204.2045419216156,mps
random_search_full,random_full,random_007,random_search,,,True,True,510,1020,2040,20,0.2607843137254902,0.3096184054778041,0.2901960784313726,0.1571498336411185,235.77653884887695,mps
random_search_full,random_full,random_009,random_search,,,True,True,510,1020,2040,20,0.3039215686274509,0.3655298641095151,0.1607843137254902,0.1270798647969899,228.48832321166992,mps
llm_guided_evolution,evolution_rough,heuristic_init_000,heuristic,,0,True,False,,,,,0.0676470588235294,0.0502830748780042,,,38.85580801963806,
llm_guided_evolution,evolution_rough,heuristic_init_001,heuristic,,0,True,False,,,,,0.1127450980392156,0.0840735668104925,,,36.776540994644165,
llm_guided_evolution,evolution_rough,heuristic_init_002,heuristic,,0,True,False,,,,,0.1117647058823529,0.09996388507621,,,39.486515045166016,
llm_guided_evolution,evolution_rough,heuristic_init_003,heuristic,,0,True,False,,,,,0.1254901960784313,0.1253761091965267,,,41.67038297653198,
llm_guided_evolution,evolution_rough,heuristic_init_004,heuristic,,0,True,False,,,,,0.0450980392156862,0.0334888536164417,,,38.066654205322266,
llm_guided_evolution,evolution_rough,heuristic_init_005,heuristic,,0,True,False,,,,,0.153921568627451,0.1725645650680504,,,39.74326395988464,
llm_guided_evolution,evolution_rough,heuristic_init_006,heuristic,,0,True,False,,,,,0.1490196078431372,0.1237207665561719,,,61.83263683319092,
llm_guided_evolution,evolution_rough,heuristic_init_007,heuristic,,0,True,False,,,,,0.1607843137254902,0.1238205883032073,,,44.99597716331482,
llm_guided_evolution,evolution_rough,gen01_mut_000,heuristic_feedback,,1,True,False,,,,,0.1098039215686274,0.0945504452470344,,,40.13806414604187,
llm_guided_evolution,evolution_rough,gen01_mut_001,heuristic_feedback,,1,True,False,,,,,0.1313725490196078,0.1443266711812339,,,37.9609432220459,
llm_guided_evolution,evolution_rough,gen01_mut_002,heuristic_feedback,,1,True,False,,,,,0.2872549019607843,0.2350698012026063,,,329.0257909297943,
llm_guided_evolution,evolution_full,gen01_mut_002,heuristic_feedback,,1,True,True,,,,,0.2470588235294117,,0.1647058823529411,0.1185854387078659,329.0257909297943,
llm_guided_evolution,evolution_rough,gen01_cross_003,heuristic_crossover,,1,True,False,,,,,0.2529411764705882,0.2651886399720494,,,329.198890209198,
llm_guided_evolution,evolution_full,gen01_cross_003,heuristic_crossover,,1,True,True,,,,,0.4098039215686274,,0.4196078431372549,0.2246195886897024,329.198890209198,
llm_guided_evolution,evolution_rough,gen01_mut_004,heuristic_feedback,,1,True,False,,,,,0.0431372549019607,0.0275690294478451,,,42.52468705177307,
llm_guided_evolution,evolution_rough,gen01_mut_005,heuristic_feedback,,1,True,False,,,,,0.1794117647058823,0.2035593574161646,,,61.05710220336914,
llm_guided_evolution,evolution_rough,gen01_cross_006,heuristic_crossover,,1,True,False,,,,,0.2058823529411764,0.1456428358988988,,,44.21772909164429,
llm_guided_evolution,evolution_rough,gen01_mut_007,heuristic_feedback,,1,True,False,,,,,0.0990196078431372,0.059963450543134,,,39.9645037651062,
llm_guided_evolution,evolution_rough,gen02_mut_000,heuristic_feedback,,2,True,False,,,,,0.0686274509803921,0.0517498493837047,,,41.19820523262024,
llm_guided_evolution,evolution_rough,gen02_mut_001,heuristic_feedback,,2,True,False,,,,,0.2156862745098039,0.219176014373441,,,299.80200695991516,
llm_guided_evolution,evolution_full,gen02_mut_001,heuristic_feedback,,2,True,True,,,,,0.3401960784313725,,0.3715686274509804,0.1989733799682341,299.80200695991516,
llm_guided_evolution,evolution_rough,gen02_mut_002,heuristic_feedback,,2,True,False,,,,,0.0529411764705882,0.0373466826718701,,,39.71012592315674,
llm_guided_evolution,evolution_rough,gen02_cross_003,heuristic_crossover,,2,True,False,,,,,0.084313725490196,0.0652693180879165,,,47.297138929367065,
llm_guided_evolution,evolution_rough,gen02_mut_004,heuristic_feedback,,2,True,False,,,,,0.1735294117647058,0.1808915475718069,,,46.82512092590332,
llm_guided_evolution,evolution_rough,gen02_mut_005,heuristic_feedback,,2,True,False,,,,,0.0637254901960784,0.0559329758283857,,,39.65238690376282,
llm_guided_evolution,evolution_rough,gen02_cross_006,heuristic_crossover,,2,True,False,,,,,0.0696078431372549,0.0594052626896694,,,46.90189003944397,
llm_guided_evolution,evolution_rough,gen02_mut_007,heuristic_feedback,,2,True,False,,,,,0.1,0.0909645251137209,,,47.02734017372131,
llm_guided_evolution,evolution_rough,gen03_mut_000,heuristic_feedback,,3,True,False,,,,,0.0872549019607843,0.0662138928445063,,,39.74409604072571,
llm_guided_evolution,evolution_rough,gen03_mut_001,heuristic_feedback,,3,True,False,,,,,0.0637254901960784,0.0387112011639403,,,46.441646099090576,
llm_guided_evolution,evolution_rough,gen03_mut_002,heuristic_feedback,,3,True,False,,,,,0.0745098039215686,0.0744264754320586,,,42.72598910331726,
llm_guided_evolution,evolution_rough,gen03_cross_003,heuristic_crossover,,3,True,False,,,,,0.0931372549019607,0.0915071232098537,,,46.6286940574646,
llm_guided_evolution,evolution_rough,gen03_mut_004,heuristic_feedback,,3,True,False,,,,,0.1225490196078431,0.1323080346121263,,,41.640788078308105,
llm_guided_evolution,evolution_rough,gen03_mut_005,heuristic_feedback,,3,True,False,,,,,0.1068627450980392,0.0827525064857039,,,42.17125701904297,
llm_guided_evolution,evolution_rough,gen03_cross_006,heuristic_crossover,,3,True,False,,,,,0.1274509803921568,0.1241059774820661,,,46.89925503730774,
llm_guided_evolution,evolution_rough,gen03_mut_007,heuristic_feedback,,3,True,False,,,,,0.1627450980392157,0.1732865062243559,,,46.69033718109131,
